date,environment,economic_index,trend,spurious_power,orders,split
2023-01-01,1.0,99.86863346910278,0.0,0.7223089802477378,94.17121466384948,train
2023-01-02,0.0,99.81070794581848,0.00033344448149383126,0.6675221127023412,103.23855888947239,train
2023-01-03,0.0,99.71552289835103,0.0006668889629876625,-0.8335020397175382,83.35872616552439,train
2023-01-04,0.0,99.68516122782025,0.0010003334444814937,0.06326315480408605,74.59393026867188,train
2023-01-05,0.0,99.81591910889624,0.001333777925975325,1.1101739409381017,100.47224341856818,train
2023-01-06,0.0,99.77819128830788,0.0016672224074691564,1.0199494834663676,69.67174378492288,train
2023-01-07,0.0,99.74042620217442,0.0020006668889629873,0.5480449740059711,75.70219269971595,train
2023-01-08,1.0,99.73878632454884,0.0023341113704568187,2.9880289179396007,81.03050568400809,train
2023-01-09,0.0,99.69822382542763,0.00266755585195065,-0.882995223500883,57.719841654324746,train
2023-01-10,0.0,99.69148470185581,0.0030010003334444814,-1.0404637706192785,62.39502041981827,train
2023-01-11,0.0,99.74557162410395,0.003334444814938313,0.11454367444335421,93.13292710198539,train
2023-01-12,0.0,99.83404672958028,0.0036678892964321437,0.18077423872584042,71.92407218377325,test
2023-01-13,1.0,99.93436804955418,0.004001333777925975,1.4711609153791279,71.11062707459531,train
2023-01-14,0.0,100.14005327162728,0.004334778259419806,-0.10037177227725663,72.13350997802229,test
2023-01-15,1.0,100.19698921624453,0.004668222740913637,1.5597241004442342,72.30894667209218,train
2023-01-16,0.0,100.42043710637945,0.005001667222407469,-0.8047849781966527,105.33216243975812,train
2023-01-17,0.0,100.3427889255735,0.0053351117039013,0.4369610753903937,80.43590030010348,train
2023-01-18,0.0,100.55191741581595,0.0056685561853951315,0.1101653486945414,87.04334865290288,train
2023-01-19,0.0,100.513879810394,0.006002000666888963,0.28982431655047347,81.41593081705996,train
2023-01-20,0.0,100.48567791731769,0.006335445148382794,0.5934337596241102,89.36973218570218,test
2023-01-21,0.0,100.47369066257541,0.006668889629876626,-0.2736497876780127,74.76668113060408,train
2023-01-22,0.0,100.45182859145953,0.007002334111370456,-0.4887583773794366,73.6498889411798,train
2023-01-23,0.0,100.46041263113219,0.0073357785928642874,1.1075653233086231,52.82275831633218,train
2023-01-24,0.0,100.40240983088334,0.007669223074358119,-0.7573584865301681,84.83427335295607,train
2023-01-25,0.0,100.48540604819047,0.00800266755585195,-0.46917419946200767,95.52716701738841,train
