timestamp,order_id,distance_km,package_weight_kg,priority_level,time_of_day,weather_condition,traffic_index,predicted_delivery_time_hours,predicted_cost_usd,model_confidence,model_version,assigned_courier_type,scheduled_time,decision_risk_level,actual_delivery_time_hours,actual_cost_usd,delivery_status,customer_satisfaction,order_revenue_usd,penalty_cost_usd,fuel_cost_usd,customer_region,customer_segment,feedback_cycle,retrain_triggered,is_delayed,actual_profit,predicted_profit,roi
2024-01-01 00:00:00,ORD000000,59.30831723286756,21.09577056358248,standard,night,clear,1.844715563410206,9.927811240920898,28.96268298871918,0.9492695107714171,v1.1,bike,1.090453280416163,low,11.144648788208933,14.259936846732852,on_time,satisfied,74.82411315526561,8.489856653530703,13.876514148235033,central,budget,5,0,1,52.07431965500205,45.86143016654643,3.651535675016481
2024-01-01 02:00:00,ORD000001,142.85357442943786,16.31484280715155,standard,afternoon,clear,9.186641374929332,16.504996797329447,10.19275889805128,0.9545783529808984,v1.0,bike,1.210153489062532,low,15.534222958174166,8.083233528977246,on_time,neutral,71.8554703971815,6.186484487164458,8.829686263653475,east,standard,4,0,0,57.5857523810398,61.662711499130225,7.123217330947774
2024-01-01 04:00:00,ORD000002,111.13912156265374,9.631064680446668,express,afternoon,clear,7.022802366442706,6.977814522585155,32.253705019553514,0.7224124498408606,v1.1,bike,1.7818210898032705,low,6.6135695516596,28.19711217207069,on_time,very_satisfied,18.61787787970219,5.612711597530316,11.423833533869097,south,standard,4,0,0,-15.191945889898816,-13.635827139851326,-0.5387575521791825
2024-01-01 06:00:00,ORD000003,91.8054802085703,24.506953081354986,express,night,clear,8.4635811938508,8.939420795366843,10.274175755610504,0.8695117669683121,v1.2,van,1.0100065790898383,low,11.375438810478341,4.508430971460443,on_time,very_satisfied,93.031516441522,19.44459418432715,7.668627873643642,west,budget,2,0,1,69.0784912857344,82.7573406859115,15.318671407306706
2024-01-01 08:00:00,ORD000004,27.622702864153297,20.69956959033944,express,morning,snowy,8.910810102540406,22.102174392035774,20.174295900458844,0.7059369406970042,v1.0,van,1.804474527218257,low,28.59657926167522,8.323073875742992,on_time,satisfied,61.162498194113766,3.067296548314913,10.190449508051696,north,standard,2,0,1,49.77212777005586,40.98820229365492,5.97929914042399
2024-01-01 10:00:00,ORD000005,27.619205448749383,5.297199710674294,express,morning,rainy,6.1459511684349,7.681603630442669,11.427888416644933,0.6743378348990354,v1.2,bike,0.6322016464650373,low,7.963652540083243,45.18891934771173,on_time,neutral,42.73529690221158,14.666558174337245,6.427487186474543,central,standard,3,0,0,-17.1201806198374,31.307408485566647,-0.3788495502305938
2024-01-01 12:00:00,ORD000006,13.422123764388921,27.372351942568354,express,afternoon,snowy,5.657017165795372,11.80973016763254,36.143314116096604,0.672006658365474,v2.0,car,1.6651976558129462,low,14.186153427447124,43.34514058783993,on_time,satisfied,78.0884725145776,0.008205788783497425,5.91506725721079,south,budget,1,0,1,34.735126137954175,41.945158398481,0.8013429954061139
2024-01-01 14:00:00,ORD000007,130.59554113736561,24.764848666233487,express,morning,clear,4.873846692888912,21.473246160108335,14.281345122626867,0.7334219721368016,v1.1,bike,1.7713214495821046,low,25.08811550569562,50.672079840649694,on_time,very_satisfied,33.16289125614706,11.923653388047537,9.516987220203678,north,standard,1,0,1,-29.432841972550168,18.881546133520196,-0.5808378347064528
2024-01-01 16:00:00,ORD000008,92.16167670276528,28.519097442111757,standard,night,clear,3.8525192901200738,17.27759105615313,22.63367179346117,0.7676834717141304,v1.1,van,0.7727264792560081,low,16.390539744273145,47.580287231448224,on_time,satisfied,72.41588533416883,18.31886007908105,8.475685764391745,east,standard,1,0,0,6.516738023639562,49.782213540707666,0.13696010349489682
2024-01-01 18:00:00,ORD000009,107.67052378042659,21.90872549745662,standard,morning,clear,4.911363647728406,2.4306742017881633,45.30536499284504,0.9240701767114767,v1.1,car,1.1455197985583006,low,2.015712796254988,38.841953725230724,on_time,neutral,13.57400868150225,5.75868188186438,9.533972798949755,central,standard,4,0,0,-31.026626925592854,-31.731356311342793,-0.7987710498297992
